State ,State_Name,Region,County,State_Code,County_Code,Year_Span,Year,Measure_Name,Measure_Id,  Number_Of_Cases  ,  Population  ,   Number_Of_Cases_Per 100K_People   ,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode
LA,Louisiana,South,Louisiana,22,0,2012,2012,Unemployment,23,"134,365","2,083,713"," 6,448 ",Uknown,Uknown,2014,22000
ME,Maine,Northest,Maine,23,0,2002,2002,Unemployment,23,"29,624","680,563"," 4,353 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2003,2003,Unemployment,23,"34,233","684,692"," 5,000 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2004,2004,Unemployment,23,"31,685","685,529"," 4,622 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2005,2005,Unemployment,23,"33,820","692,332"," 4,885 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2006,2006,Unemployment,23,"32,673","698,527"," 4,677 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2007,2007,Unemployment,23,"32,998","699,347"," 4,718 ",Uknown,Uknown,Uknown,23000
ME,Maine,Northest,Maine,23,0,2008,2008,Unemployment,23,"37,924","703,376"," 5,392 ",Uknown,Uknown,2010,23000
ME,Maine,Northest,Maine,23,0,2009,2009,Unemployment,23,"56,964","699,540"," 8,143 ",Uknown,Uknown,2011,23000
ME,Maine,Northest,Maine,23,0,2010,2010,Unemployment,23,"57,323","700,569"," 8,182 ",Uknown,Uknown,2012,23000
ME,Maine,Northest,Maine,23,0,2011,2011,Unemployment,23,"53,045","704,087"," 7,534 ",Uknown,Uknown,2013,23000
ME,Maine,Northest,Maine,23,0,2012,2012,Unemployment,23,"51,599","706,099"," 7,308 ",Uknown,Uknown,2014,23000
MD,Maryland,South,Maryland,24,0,2002,2002,Unemployment,23,"128,318","2,861,422"," 4,484 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2003,2003,Unemployment,23,"128,705","2,870,030"," 4,484 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2004,2004,Unemployment,23,"123,658","2,885,241"," 4,286 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2005,2005,Unemployment,23,"121,724","2,946,767"," 4,131 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2006,2006,Unemployment,23,"114,532","3,007,268"," 3,809 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2007,2007,Unemployment,23,"102,977","2,988,431"," 3,446 ",Uknown,Uknown,Uknown,24000
MD,Maryland,South,Maryland,24,0,2008,2008,Unemployment,23,"129,128","3,025,380"," 4,268 ",Uknown,Uknown,2010,24000
MD,Maryland,South,Maryland,24,0,2009,2009,Unemployment,23,"224,149","3,029,967"," 7,398 ",Uknown,Uknown,2011,24000
MD,Maryland,South,Maryland,24,0,2010,2010,Unemployment,23,"239,441","3,057,272"," 7,832 ",Uknown,Uknown,2012,24000
MD,Maryland,South,Maryland,24,0,2011,2011,Unemployment,23,"216,511","3,072,250"," 7,047 ",Uknown,Uknown,2013,24000
MD,Maryland,South,Maryland,24,0,2012,2012,Unemployment,23,"213,058","3,122,630"," 6,823 ",Uknown,Uknown,2014,24000
MA,Massachusetts,Northest,Massachusetts,25,0,2002,2002,Unemployment,23,"181,003","3,424,414"," 5,286 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2003,2003,Unemployment,23,"197,649","3,406,713"," 5,802 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2004,2004,Unemployment,23,"176,840","3,380,647"," 5,231 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2005,2005,Unemployment,23,"163,582","3,383,302"," 4,835 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2006,2006,Unemployment,23,"162,499","3,418,003"," 4,754 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2007,2007,Unemployment,23,"154,417","3,430,947"," 4,501 ",Uknown,Uknown,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2008,2008,Unemployment,23,"185,220","3,462,401"," 5,349 ",Uknown,Uknown,2010,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2009,2009,Unemployment,23,"283,550","3,468,186"," 8,176 ",Uknown,Uknown,2011,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2010,2010,Unemployment,23,"288,592","3,469,274"," 8,319 ",Uknown,Uknown,2012,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2011,2011,Unemployment,23,"254,194","3,456,446"," 7,354 ",Uknown,Uknown,2013,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2012,2012,Unemployment,23,"233,685","3,475,447"," 6,724 ",Uknown,Uknown,2014,25000
MI,Michigan,Midwest,Michigan,26,0,2002,2002,Unemployment,23,"314,748","5,039,751"," 6,245 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2003,2003,Unemployment,23,"357,743","5,033,311"," 7,108 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2004,2004,Unemployment,23,"355,653","5,042,606"," 7,053 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2005,2005,Unemployment,23,"346,025","5,063,216"," 6,834 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2006,2006,Unemployment,23,"348,969","5,071,687"," 6,881 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2007,2007,Unemployment,23,"356,405","5,034,504"," 7,079 ",Uknown,Uknown,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2008,2008,Unemployment,23,"409,454","4,959,142"," 8,257 ",Uknown,Uknown,2010,26000
MI,Michigan,Midwest,Michigan,26,0,2009,2009,Unemployment,23,"651,329","4,851,470"," 13,425 ",Uknown,Uknown,2011,26000
MI,Michigan,Midwest,Michigan,26,0,2010,2010,Unemployment,23,"600,572","4,747,135"," 12,651 ",Uknown,Uknown,2012,26000
MI,Michigan,Midwest,Michigan,26,0,2011,2011,Unemployment,23,"479,990","4,658,115"," 10,304 ",Uknown,Uknown,2013,26000
MI,Michigan,Midwest,Michigan,26,0,2012,2012,Unemployment,23,"425,958","4,657,472"," 9,146 ",Uknown,Uknown,2014,26000
MN,Minnesota,Midwest,Minnesota,27,0,2002,2002,Unemployment,23,"130,805","2,880,335"," 4,541 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2003,2003,Unemployment,23,"140,723","2,891,663"," 4,867 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2004,2004,Unemployment,23,"133,580","2,885,987"," 4,629 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2005,2005,Unemployment,23,"120,251","2,876,961"," 4,180 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2006,2006,Unemployment,23,"118,505","2,893,035"," 4,096 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2007,2007,Unemployment,23,"135,385","2,903,455"," 4,663 ",Uknown,Uknown,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2008,2008,Unemployment,23,"157,912","2,928,364"," 5,392 ",Uknown,Uknown,2010,27000
MN,Minnesota,Midwest,Minnesota,27,0,2009,2009,Unemployment,23,"236,036","2,946,843"," 8,010 ",Uknown,Uknown,2011,27000
MN,Minnesota,Midwest,Minnesota,27,0,2010,2010,Unemployment,23,"217,102","2,958,694"," 7,338 ",Uknown,Uknown,2012,27000
MN,Minnesota,Midwest,Minnesota,27,0,2011,2011,Unemployment,23,"190,793","2,977,927"," 6,407 ",Uknown,Uknown,2013,27000
MN,Minnesota,Midwest,Minnesota,27,0,2012,2012,Unemployment,23,"167,699","2,969,371"," 5,648 ",Uknown,Uknown,2014,27000
MS,Mississippi,South,Mississippi,28,0,2002,2002,Unemployment,23,"87,608","1,302,247"," 6,727 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2003,2003,Unemployment,23,"83,808","1,310,109"," 6,397 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2004,2004,Unemployment,23,"83,521","1,315,664"," 6,348 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2005,2005,Unemployment,23,"102,606","1,321,747"," 7,763 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2006,2006,Unemployment,23,"87,368","1,287,243"," 6,787 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2007,2007,Unemployment,23,"82,169","1,302,211"," 6,310 ",Uknown,Uknown,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2008,2008,Unemployment,23,"88,383","1,302,495"," 6,786 ",Uknown,Uknown,2010,28000
MS,Mississippi,South,Mississippi,28,0,2009,2009,Unemployment,23,"121,226","1,290,611"," 9,393 ",Uknown,Uknown,2011,28000
MS,Mississippi,South,Mississippi,28,0,2010,2010,Unemployment,23,"138,446","1,317,220"," 10,510 ",Uknown,Uknown,2012,28000
MS,Mississippi,South,Mississippi,28,0,2011,2011,Unemployment,23,"143,136","1,343,855"," 10,651 ",Uknown,Uknown,2013,28000
MS,Mississippi,South,Mississippi,28,0,2012,2012,Unemployment,23,"122,058","1,333,047"," 9,156 ",Uknown,Uknown,2014,28000
MO,Missouri,Midwest,Missouri,29,0,2002,2002,Unemployment,23,"155,949","2,985,933"," 5,223 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2003,2003,Unemployment,23,"165,623","2,979,201"," 5,559 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2004,2004,Unemployment,23,"171,904","2,987,786"," 5,754 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2005,2005,Unemployment,23,"161,750","3,011,462"," 5,371 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2006,2006,Unemployment,23,"146,553","3,036,020"," 4,827 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2007,2007,Unemployment,23,"153,842","3,048,614"," 5,046 ",Uknown,Uknown,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2008,2008,Unemployment,23,"180,814","3,052,746"," 5,923 ",Uknown,Uknown,2010,29000
MO,Missouri,Midwest,Missouri,29,0,2009,2009,Unemployment,23,"290,081","3,074,315"," 9,436 ",Uknown,Uknown,2011,29000
MO,Missouri,Midwest,Missouri,29,0,2010,2010,Unemployment,23,"285,550","3,052,857"," 9,354 ",Uknown,Uknown,2012,29000
MO,Missouri,Midwest,Missouri,29,0,2011,2011,Unemployment,23,"260,513","3,046,311"," 8,552 ",Uknown,Uknown,2013,29000
MO,Missouri,Midwest,Missouri,29,0,2012,2012,Unemployment,23,"207,397","2,992,873"," 6,930 ",Uknown,Uknown,2014,29000
MT,Montana,West,Montana,30,0,2002,2002,Unemployment,23,"21,020","466,304"," 4,508 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2003,2003,Unemployment,23,"20,287","470,481"," 4,312 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2004,2004,Unemployment,23,"19,182","475,572"," 4,033 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2005,2005,Unemployment,23,"17,500","480,755"," 3,640 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2006,2006,Unemployment,23,"15,946","492,359"," 3,239 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2007,2007,Unemployment,23,"17,205","502,707"," 3,422 ",Uknown,Uknown,Uknown,30000
MT,Montana,West,Montana,30,0,2008,2008,Unemployment,23,"22,762","509,473"," 4,468 ",Uknown,Uknown,2010,30000
MT,Montana,West,Montana,30,0,2009,2009,Unemployment,23,"30,087","496,002"," 6,066 ",Uknown,Uknown,2011,30000
MT,Montana,West,Montana,30,0,2010,2010,Unemployment,23,"34,466","500,086"," 6,892 ",Uknown,Uknown,2012,30000
MT,Montana,West,Montana,30,0,2011,2011,Unemployment,23,"34,524","504,417"," 6,844 ",Uknown,Uknown,2013,30000
MT,Montana,West,Montana,30,0,2012,2012,Unemployment,23,"30,515","507,567"," 6,012 ",Uknown,Uknown,2014,30000
NE,Nebraska,Midwest,Nebraska,31,0,2002,2002,Unemployment,23,"35,621","956,833"," 3,723 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2003,2003,Unemployment,23,"38,687","970,312"," 3,987 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2004,2004,Unemployment,23,"38,213","976,326"," 3,914 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2005,2005,Unemployment,23,"37,729","973,183"," 3,877 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2006,2006,Unemployment,23,"29,432","972,610"," 3,026 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2007,2007,Unemployment,23,"29,071","981,699"," 2,961 ",Uknown,Uknown,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2008,2008,Unemployment,23,"32,642","992,898"," 3,288 ",Uknown,Uknown,2010,31000
NE,Nebraska,Midwest,Nebraska,31,0,2009,2009,Unemployment,23,"45,997","983,431"," 4,677 ",Uknown,Uknown,2011,31000
NE,Nebraska,Midwest,Nebraska,31,0,2010,2010,Unemployment,23,"46,440","988,524"," 4,698 ",Uknown,Uknown,2012,31000
NE,Nebraska,Midwest,Nebraska,31,0,2011,2011,Unemployment,23,"44,626","1,005,461"," 4,438 ",Uknown,Uknown,2013,31000
NE,Nebraska,Midwest,Nebraska,31,0,2012,2012,Unemployment,23,"40,242","1,020,922"," 3,942 ",Uknown,Uknown,2014,31000
NV,Nevada,West,Nevada,32,0,2002,2002,Unemployment,23,"64,305","1,130,781"," 5,687 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2003,2003,Unemployment,23,"60,403","1,153,909"," 5,235 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2004,2004,Unemployment,23,"52,092","1,180,316"," 4,413 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2005,2005,Unemployment,23,"54,915","1,228,343"," 4,471 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2006,2006,Unemployment,23,"54,112","1,276,390"," 4,239 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2007,2007,Unemployment,23,"61,077","1,306,182"," 4,676 ",Uknown,Uknown,Uknown,32000
NV,Nevada,West,Nevada,32,0,2008,2008,Unemployment,23,"94,868","1,349,351"," 7,031 ",Uknown,Uknown,2010,32000
NV,Nevada,West,Nevada,32,0,2009,2009,Unemployment,23,"159,146","1,366,913"," 11,643 ",Uknown,Uknown,2011,32000
NV,Nevada,West,Nevada,32,0,2010,2010,Unemployment,23,"190,420","1,385,730"," 13,741 ",Uknown,Uknown,2012,32000
NV,Nevada,West,Nevada,32,0,2011,2011,Unemployment,23,"187,734","1,385,874"," 13,546 ",Uknown,Uknown,2013,32000
NV,Nevada,West,Nevada,32,0,2012,2012,Unemployment,23,"152,468","1,378,877"," 11,057 ",Uknown,Uknown,2014,32000
NH,New Hampshire,Northest,New Hampshire,33,0,2002,2002,Unemployment,23,"32,363","712,182"," 4,544 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2003,2003,Unemployment,23,"31,645","711,065"," 4,450 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2004,2004,Unemployment,23,"27,702","715,559"," 3,871 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2005,2005,Unemployment,23,"26,346","723,112"," 3,643 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2006,2006,Unemployment,23,"25,898","734,644"," 3,525 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2007,2007,Unemployment,23,"26,238","740,021"," 3,546 ",Uknown,Uknown,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2008,2008,Unemployment,23,"29,100","743,766"," 3,913 ",Uknown,Uknown,2010,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2009,2009,Unemployment,23,"46,180","742,567"," 6,219 ",Uknown,Uknown,2011,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2010,2010,Unemployment,23,"45,363","739,350"," 6,136 ",Uknown,Uknown,2012,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2011,2011,Unemployment,23,"39,993","738,284"," 5,417 ",Uknown,Uknown,2013,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2012,2012,Unemployment,23,"41,134","742,450"," 5,540 ",Uknown,Uknown,2014,33000
NJ,New Jersey,Northest,New Jersey,34,0,2002,2002,Unemployment,23,"253,543","4,370,806"," 5,801 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2003,2003,Unemployment,23,"255,499","4,363,898"," 5,855 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2004,2004,Unemployment,23,"214,684","4,358,908"," 4,925 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2005,2005,Unemployment,23,"196,713","4,404,453"," 4,466 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2006,2006,Unemployment,23,"207,168","4,465,067"," 4,640 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2007,2007,Unemployment,23,"191,691","4,456,308"," 4,302 ",Uknown,Uknown,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2008,2008,Unemployment,23,"246,829","4,509,113"," 5,474 ",Uknown,Uknown,2010,34000
NJ,New Jersey,Northest,New Jersey,34,0,2009,2009,Unemployment,23,"408,082","4,546,447"," 8,976 ",Uknown,Uknown,2011,34000
NJ,New Jersey,Northest,New Jersey,34,0,2010,2010,Unemployment,23,"437,438","4,554,079"," 9,605 ",Uknown,Uknown,2012,34000
NJ,New Jersey,Northest,New Jersey,34,0,2011,2011,Unemployment,23,"424,357","4,556,191"," 9,314 ",Uknown,Uknown,2013,34000
NJ,New Jersey,Northest,New Jersey,34,0,2012,2012,Unemployment,23,"436,174","4,595,461"," 9,491 ",Uknown,Uknown,2014,34000
NM,New Mexico,West,New Mexico,35,0,2002,2002,Unemployment,23,"48,322","871,517"," 5,545 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2003,2003,Unemployment,23,"52,635","888,469"," 5,924 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2004,2004,Unemployment,23,"51,865","901,837"," 5,751 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2005,2005,Unemployment,23,"47,105","913,456"," 5,157 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2006,2006,Unemployment,23,"37,811","924,518"," 4,090 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2007,2007,Unemployment,23,"32,548","936,467"," 3,476 ",Uknown,Uknown,Uknown,35000
NM,New Mexico,West,New Mexico,35,0,2008,2008,Unemployment,23,"42,586","946,490"," 4,499 ",Uknown,Uknown,2010,35000
NM,New Mexico,West,New Mexico,35,0,2009,2009,Unemployment,23,"64,173","937,161"," 6,848 ",Uknown,Uknown,2011,35000
NM,New Mexico,West,New Mexico,35,0,2010,2010,Unemployment,23,"74,175","934,377"," 7,938 ",Uknown,Uknown,2012,35000
NM,New Mexico,West,New Mexico,35,0,2011,2011,Unemployment,23,"68,833","927,788"," 7,419 ",Uknown,Uknown,2013,35000
NM,New Mexico,West,New Mexico,35,0,2012,2012,Unemployment,23,"64,594","935,895"," 6,902 ",Uknown,Uknown,2014,35000
NY,New York,Northest,New York,36,0,2002,2002,Unemployment,23,"577,614","9,299,040"," 6,212 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2003,2003,Unemployment,23,"595,110","9,299,003"," 6,400 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2004,2004,Unemployment,23,"544,072","9,360,087"," 5,813 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2005,2005,Unemployment,23,"474,321","9,421,394"," 5,035 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2006,2006,Unemployment,23,"437,406","9,499,871"," 4,604 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2007,2007,Unemployment,23,"434,305","9,532,058"," 4,556 ",Uknown,Uknown,Uknown,36000
NY,New York,Northest,New York,36,0,2008,2008,Unemployment,23,"517,775","9,631,698"," 5,376 ",Uknown,Uknown,2010,36000
NY,New York,Northest,New York,36,0,2009,2009,Unemployment,23,"804,439","9,640,620"," 8,344 ",Uknown,Uknown,2011,36000
NY,New York,Northest,New York,36,0,2010,2010,Unemployment,23,"824,672","9,586,937"," 8,602 ",Uknown,Uknown,2012,36000
NY,New York,Northest,New York,36,0,2011,2011,Unemployment,23,"774,656","9,504,246"," 8,151 ",Uknown,Uknown,2013,36000
NY,New York,Northest,New York,36,0,2012,2012,Unemployment,23,"814,645","9,587,182"," 8,497 ",Uknown,Uknown,2014,36000
NC,North Carolina,South,North Carolina,37,0,2002,2002,Unemployment,23,"279,284","4,210,023"," 6,634 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2003,2003,Unemployment,23,"274,194","4,247,835"," 6,455 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2004,2004,Unemployment,23,"236,331","4,267,417"," 5,538 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2005,2005,Unemployment,23,"229,034","4,352,897"," 5,262 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2006,2006,Unemployment,23,"212,831","4,474,161"," 4,757 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2007,2007,Unemployment,23,"214,624","4,498,450"," 4,771 ",Uknown,Uknown,Uknown,37000
NC,North Carolina,South,North Carolina,37,0,2008,2008,Unemployment,23,"288,203","4,569,924"," 6,307 ",Uknown,Uknown,2010,37000
NC,North Carolina,South,North Carolina,37,0,2009,2009,Unemployment,23,"477,372","4,563,080"," 10,462 ",Uknown,Uknown,2011,37000
NC,North Carolina,South,North Carolina,37,0,2010,2010,Unemployment,23,"504,885","4,616,776"," 10,936 ",Uknown,Uknown,2012,37000
NC,North Carolina,South,North Carolina,37,0,2011,2011,Unemployment,23,"489,101","4,653,917"," 10,509 ",Uknown,Uknown,2013,37000
NC,North Carolina,South,North Carolina,37,0,2012,2012,Unemployment,23,"447,932","4,723,386"," 9,483 ",Uknown,Uknown,2014,37000
ND,North Dakota,Midwest,North Dakota,38,0,2002,2002,Unemployment,23,"12,229","345,838"," 3,536 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2003,2003,Unemployment,23,"12,578","348,932"," 3,605 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2004,2004,Unemployment,23,"12,261","351,805"," 3,485 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2005,2005,Unemployment,23,"12,249","355,876"," 3,442 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2006,2006,Unemployment,23,"11,548","360,918"," 3,200 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2007,2007,Unemployment,23,"11,421","366,474"," 3,116 ",Uknown,Uknown,Uknown,38000
ND,North Dakota,Midwest,North Dakota,38,0,2008,2008,Unemployment,23,"11,549","370,493"," 3,117 ",Uknown,Uknown,2010,38000
ND,North Dakota,Midwest,North Dakota,38,0,2009,2009,Unemployment,23,"15,337","371,179"," 4,132 ",Uknown,Uknown,2011,38000
ND,North Dakota,Midwest,North Dakota,38,0,2010,2010,Unemployment,23,"14,385","375,734"," 3,829 ",Uknown,Uknown,2012,38000
ND,North Dakota,Midwest,North Dakota,38,0,2011,2011,Unemployment,23,"13,369","382,949"," 3,491 ",Uknown,Uknown,2013,38000
ND,North Dakota,Midwest,North Dakota,38,0,2012,2012,Unemployment,23,"12,235","392,069"," 3,121 ",Uknown,Uknown,2014,38000
OH,Ohio,Midwest,Ohio,39,0,2002,2002,Unemployment,23,"334,948","5,838,060"," 5,737 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2003,2003,Unemployment,23,"361,087","5,860,024"," 6,162 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2004,2004,Unemployment,23,"360,281","5,862,820"," 6,145 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2005,2005,Unemployment,23,"344,246","5,881,668"," 5,853 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2006,2006,Unemployment,23,"321,409","5,924,177"," 5,425 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2007,2007,Unemployment,23,"335,476","5,946,523"," 5,642 ",Uknown,Uknown,Uknown,39000
OH,Ohio,Midwest,Ohio,39,0,2008,2008,Unemployment,23,"389,188","5,946,343"," 6,545 ",Uknown,Uknown,2010,39000
OH,Ohio,Midwest,Ohio,39,0,2009,2009,Unemployment,23,"601,403","5,929,111"," 10,143 ",Uknown,Uknown,2011,39000
OH,Ohio,Midwest,Ohio,39,0,2010,2010,Unemployment,23,"585,517","5,864,028"," 9,985 ",Uknown,Uknown,2012,39000
